age,education,default,balance,housing,loan,contact,campaign,pdays,previous,marital_type,job_type,poutcome_type,y
58,1,0,0.015362479579143,1,0,0,3,999,0,1,1,3,0
35,1,0,0.010101767059846225,1,0,0,2,999,0,1,1,3,0
50,1,0,0.010371547189040932,1,0,0,8,999,0,2,0,3,0
32,1,0,0.015527345213650874,1,1,0,2,999,0,2,1,3,0
40,1,0,0.010371547189040932,1,0,0,3,999,0,0,9,3,0
30,1,0,1.4987784955261463e-05,1,0,0,5,999,0,1,9,3,0
31,2,1,-0.005470541508670434,1,0,0,6,999,0,2,4,3,0
57,1,0,0.24074878973636485,1,0,0,3,999,0,1,9,3,0
26,2,0,0.015047736095082507,1,0,0,2,999,0,2,4,3,1
36,1,0,0.01925930366751098,0,0,0,2,999,0,0,9,3,0
35,0,0,0.04058692165884804,1,0,0,2,999,0,1,1,3,0
50,1,0,-0.00696932000419658,1,0,0,11,999,0,1,6,3,0
41,1,0,0.12346937246144392,1,1,0,4,999,0,1,0,3,0
58,0,0,0.004796091185683668,1,0,0,2,999,0,1,4,3,0
55,1,0,0.0,1,0,0,2,999,0,1,9,3,0
35,1,0,1.4987784955261463e-05,0,0,0,4,999,0,2,9,3,0
27,1,0,0.004061689722875856,1,0,0,2,999,0,1,7,3,0
40,1,0,0.023051213261192128,1,0,0,2,999,0,1,0,3,0
31,1,0,1.4987784955261463e-05,1,0,0,16,999,0,1,3,3,0
37,1,0,0.002682813506991802,0,0,0,3,999,0,2,0,3,0
51,1,0,0.0051408102396546815,1,0,0,2,999,0,0,5,3,0
52,0,0,0.0365552075058827,1,0,0,3,999,0,1,1,3,0
44,1,0,0.014178444567677343,1,0,0,4,999,0,2,0,3,0
27,2,0,0.030889824792793872,1,0,0,3,999,0,2,4,3,0
45,1,0,0.00605506512192563,1,0,0,2,999,0,1,2,3,0
54,0,0,-0.00953223123154629,1,0,0,3,999,0,1,1,3,0
23,1,0,0.02532935657439187,1,1,0,3,999,0,2,1,3,0
59,0,0,0.03794907150672202,1,0,0,6,999,0,1,0,3,0
41,1,0,0.00851306185458851,1,0,0,2,999,0,2,9,3,0
40,0,0,0.00707423449888341,1,0,0,2,999,0,1,4,3,0
36,1,0,0.0,1,0,0,4,999,0,1,1,3,0
42,1,0,0.015542332998606136,1,0,0,2,999,0,2,9,3,0
37,0,0,0.0023530822379760497,1,0,0,8,999,0,1,1,3,0
42,1,0,0.029346082942401944,1,0,0,3,999,0,1,1,3,0
40,0,0,0.05534988983978058,1,0,0,10,999,0,1,1,3,0
42,1,0,0.0,1,0,0,6,999,0,0,9,3,0
32,1,0,0.007508880262585993,1,1,0,5,999,0,1,1,3,0
23,1,0,0.07711215359482022,1,0,0,3,999,0,2,1,3,0
31,1,0,0.02654336715576805,1,0,0,2,999,0,2,9,3,0
43,1,0,0.0028776547114102006,1,1,0,2,999,0,1,7,3,0
31,0,0,0.004376433206936347,1,1,0,18,999,0,1,1,3,0
29,1,0,0.002892642496365462,1,0,0,2,999,0,2,7,3,0
51,1,0,0.016021942117174504,1,0,0,2,999,0,0,1,3,0
25,0,0,0.0023231066680655266,1,0,0,4,999,0,2,1,3,0
39,1,0,-0.0028326913565444164,1,0,0,9,999,0,2,7,3,0
52,1,0,0.013563945384511623,1,0,0,4,999,0,2,1,3,0
38,1,0,-0.002143253248602389,1,0,0,7,999,0,2,9,3,0
37,1,0,0.0338723939988909,1,0,0,3,999,0,1,6,3,0
40,2,0,0.0031624226255601686,1,0,0,3,999,0,1,4,3,0
46,1,0,0.004856042325504714,1,0,0,6,999,0,2,1,3,0
38,1,0,0.0,1,0,0,4,999,0,0,10,3,0
56,1,0,0.005185773594520466,1,1,0,3,999,0,1,0,3,0
55,1,0,0.0020833021087813433,1,0,0,25,999,0,1,0,3,0
40,0,0,0.004541298841444223,0,0,0,6,999,0,1,1,3,0
51,2,0,0.0,1,0,0,2,999,0,2,4,3,0
33,2,0,-0.01539245514905352,1,0,0,6,999,0,0,4,3,0
45,1,0,0.0061449918316571995,1,0,0,4,999,0,2,9,3,1
55,2,0,0.003956775228189026,1,0,0,2,999,0,0,9,3,0
31,0,0,0.0,1,0,0,12,999,0,0,10,3,1
42,1,0,0.01958903493652673,1,0,0,3,999,0,1,1,3,0
39,1,0,0.0023530822379760497,1,0,0,6,999,0,1,1,3,0
35,0,0,0.05376118463452286,1,0,0,4,999,0,1,1,3,0
32,1,0,0.02910627838311776,1,0,0,9,999,0,1,6,3,0
27,1,0,0.0833770477061195,1,0,0,2,999,0,2,1,3,0
29,2,0,0.0,1,0,0,12,999,0,2,4,3,1
31,1,0,0.02297627433641582,1,0,0,4,999,0,1,1,3,0
36,1,0,0.0010641327318235637,1,0,0,5,999,0,1,1,3,0
22,1,0,-0.0028326913565444164,1,0,0,3,999,0,2,1,3,0
53,1,0,0.0009292426672262106,1,0,0,5,999,0,2,2,3,1
37,1,0,-0.0007044258928972887,1,0,0,4,999,0,1,0,3,0
52,1,0,0.00205332653887082,1,0,0,3,999,0,0,9,3,0
52,2,0,0.00017985341946313754,1,0,0,5,999,0,0,4,3,0
49,1,0,0.0072840634882570705,1,1,0,2,999,0,1,7,3,0
35,1,0,0.024115345993015694,1,0,0,3,999,0,2,9,3,0
27,0,0,-0.0011840350114656554,1,0,0,5,999,0,2,1,3,0
48,2,0,0.11790890424304191,1,1,0,3,999,0,1,4,3,0
39,1,0,0.0018434975494971597,1,0,0,3,999,0,1,1,3,0
32,1,0,-0.00809340387584119,1,1,0,7,999,0,1,0,3,0
51,0,0,0.009142548822709491,1,1,0,3,999,0,1,1,3,0
47,0,0,0.016366661171145516,0,1,0,8,999,0,1,1,3,0
59,2,0,0.003986750798099549,1,0,0,2,999,0,2,4,3,0
41,0,0,0.0,1,0,0,3,999,0,1,1,3,0
50,1,0,0.03958274006684552,1,0,0,3,999,0,1,1,3,0
55,2,0,0.01898952353831627,1,0,0,2,999,0,1,4,3,0
26,1,0,0.0034322027547548746,1,0,0,16,999,0,2,3,3,0
53,1,0,0.016531526805653392,1,1,0,4,999,0,1,1,3,0
36,2,0,0.03910313094827715,1,0,0,9,999,0,1,4,3,0
54,1,0,0.05668380270079885,1,0,0,4,999,0,1,1,3,0
39,2,0,0.00851306185458851,1,1,0,3,999,0,1,4,3,0
40,0,0,0.0010191693769577793,1,0,0,19,999,0,1,1,3,0
36,1,0,0.001199022796420917,1,0,0,3,999,0,1,4,3,0
32,1,0,-0.0062499063263440294,0,0,0,5,999,0,0,0,3,0
37,1,0,0.03812892492618516,1,0,0,3,999,0,2,9,3,0
54,1,0,0.07808635961691221,1,1,0,4,999,0,1,1,3,0
34,0,0,0.013563945384511623,1,0,0,8,999,0,1,1,3,0
27,0,0,0.006234918541388768,1,0,0,2,999,0,1,1,3,1
35,2,0,0.008588000779364818,0,0,0,3,999,0,2,1,3,0
37,1,0,0.0,1,0,0,5,999,0,0,0,3,0
41,1,0,0.004556286626399484,1,0,0,2,999,0,2,1,3,0
38,1,0,-0.00014987784955261462,0,0,0,7,999,0,1,6,3,0
49,1,0,0.09460289863761034,1,0,0,2,999,0,1,9,3,0
59,0,0,0.005935162842283539,1,0,0,3,999,0,1,4,3,0
44,1,0,0.000389682408836798,1,0,0,9,999,0,1,7,3,0
37,2,0,0.0005095846884788897,1,0,0,2,999,0,1,4,3,0
34,0,0,0.0022032043884234347,1,0,0,3,999,0,1,1,3,0
58,1,0,0.00037469462388153656,1,0,0,2,999,0,1,5,3,0
39,1,0,0.00419657978747321,1,0,0,3,999,0,1,1,3,0
40,1,0,0.00502090796001259,1,0,0,3,999,0,1,9,3,0
33,1,0,0.029885643200791356,1,0,0,9,999,0,2,9,3,0
43,1,0,0.011645508910238156,1,0,0,2,999,0,0,0,3,0
43,1,0,0.009607170156322597,1,1,0,4,999,0,1,2,3,0
36,2,1,-0.008378171789991158,1,0,0,2,999,0,2,4,3,0
31,1,0,0.00025479234423944483,1,0,0,3,999,0,2,0,3,0
41,1,0,-0.002113277678691866,1,1,0,3,999,0,1,7,3,0
47,0,0,0.0164116245260113,0,1,0,2,999,0,1,7,3,0
39,2,0,0.002652837937081279,1,1,0,4,999,0,1,4,3,0
56,0,0,0.002787728001678632,1,0,0,4,999,0,1,1,3,0
50,2,0,0.0049759446051468054,1,0,0,4,999,0,1,4,3,0
42,2,0,0.007778660391780699,1,0,0,3,999,0,2,0,3,0
48,0,1,-0.008737878628917433,1,0,0,7,999,0,1,7,3,0
29,1,0,0.016441600095921823,1,0,0,3,999,0,1,9,3,0
37,0,0,0.0013339128610182702,1,0,0,4,999,0,1,1,3,0
31,2,0,-0.0025029600875286643,1,0,0,5,999,0,2,9,3,0
50,1,0,0.008558025209454295,1,0,0,4,999,0,0,1,3,0
36,2,0,0.008932719833335831,1,0,0,2,999,0,1,4,3,0
27,1,0,0.008018464951064883,1,0,0,2,999,0,2,1,3,0
55,1,0,0.05004421396561802,1,0,0,1,999,0,2,9,3,0
39,2,0,0.032868212406888385,1,1,0,3,999,0,0,4,3,0
48,1,0,0.011555582200506587,1,0,0,1,999,0,0,0,3,0
49,1,1,-0.011345753211132927,1,1,0,1,999,0,0,9,3,0
30,1,0,0.00461623776622053,1,1,0,2,999,0,2,4,3,0
53,0,0,0.0038368729485469344,1,0,0,1,999,0,1,1,3,0
31,2,0,0.05588945009816999,1,0,0,8,999,0,2,9,3,0
43,1,0,0.23247553244106053,1,0,0,1,999,0,0,0,3,0
43,1,0,0.015422430718964044,1,0,0,1,999,0,2,4,3,0
48,0,0,0.0048410545405494524,0,0,0,2,999,0,0,1,3,0
44,2,0,0.004601249981265269,1,0,0,2,999,0,1,2,3,0
39,1,0,0.02945099743708877,1,0,0,1,999,0,1,9,3,0
29,1,0,0.004361445421981086,1,0,0,3,999,0,1,2,3,0
46,0,0,0.01405854228803525,1,0,0,2,999,0,1,1,3,0
39,2,0,0.011330765426177666,1,0,0,1,999,0,1,4,3,0
53,0,0,0.02910627838311776,1,0,0,2,999,0,1,1,3,0
40,1,0,0.035640952623611756,1,0,0,1,999,0,2,0,3,0
52,1,0,0.0,0,0,0,1,999,0,1,1,3,0
48,2,0,0.07555342395947302,1,0,0,1,999,0,0,4,3,0
50,1,0,0.009412328951904199,0,1,0,3,999,0,1,4,3,0
49,1,0,0.0044064087768468695,1,0,0,3,999,0,1,6,3,0
34,1,0,0.007733697036914914,1,1,0,1,999,0,1,1,3,0
33,1,0,-0.003657019529083797,1,0,0,2,999,0,2,9,3,0
39,2,0,0.00032973126901575216,1,0,0,1,999,0,1,4,3,0
49,2,0,0.28332908679426266,1,0,0,3,999,0,1,2,3,0
40,0,0,0.00809340387584119,1,0,0,1,999,0,1,1,3,0
38,1,0,0.009217487747485799,1,0,0,1,999,0,2,9,3,0
24,1,0,0.0012889495061524858,0,0,0,2,999,0,2,4,3,0
39,1,0,0.062094393069648236,1,1,0,1,999,0,2,1,3,0
32,1,0,0.00020982898937366046,1,0,0,1,999,0,1,1,3,0
39,2,0,0.04141124983138742,1,0,0,2,999,0,1,4,3,1
31,1,0,0.0,1,0,0,1,999,0,1,1,3,0
34,0,0,0.0035820806043074895,1,0,0,2,999,0,1,0,3,0
36,1,0,0.0447235503065002,1,0,0,1,999,0,1,7,3,1
46,1,0,0.05539485319464636,1,0,0,2,999,0,1,1,3,0
59,2,0,5.995113982104585e-05,1,0,0,2,999,0,0,5,3,0
32,1,0,0.003731958453860104,1,0,0,1,999,0,2,4,3,0
41,0,0,0.002143253248602389,1,1,0,2,999,0,1,1,3,1
31,1,0,0.002862666926454939,1,0,0,1,999,0,1,1,3,0
31,1,0,0.020353411969245064,1,0,0,1,999,0,1,1,3,0
32,1,0,0.04562281740381589,1,0,0,1,999,0,2,4,3,0
38,1,0,5.995113982104585e-05,1,0,0,1,999,0,2,1,3,0
36,2,0,0.05335651444073081,0,0,0,2,999,0,2,6,3,0
45,1,0,0.019619010506437252,1,0,0,2,999,0,0,9,3,0
35,1,0,-0.007314039058167594,1,0,0,4,999,0,1,0,3,0
35,1,0,0.006594625380315043,1,0,0,1,999,0,0,7,3,0
44,1,0,0.01211013024385126,1,0,0,2,999,0,1,7,3,0
39,1,0,0.042775138262316215,1,0,0,1,999,0,2,0,3,0
36,0,0,0.01864480448434526,1,0,0,1,999,0,1,1,3,0
34,2,0,0.01035655940408567,1,1,0,1,999,0,1,9,3,0
36,0,0,0.0,1,0,0,1,999,0,1,7,3,1
38,1,0,0.04869531331964449,1,0,0,1,999,0,1,2,3,0
45,1,0,0.01137572878104345,1,0,0,2,999,0,1,7,3,0
29,2,0,0.0021582410335576506,1,0,0,3,999,0,2,4,3,0
39,1,0,0.013369104180093225,1,0,0,1,999,0,0,7,3,0
32,1,0,0.0016336685601234992,1,0,0,13,999,0,1,7,3,0
35,2,0,0.009112573252798968,1,1,0,1,999,0,2,3,3,0
51,1,0,0.02120771571169497,1,0,0,3,999,0,1,0,3,0
35,1,0,0.0047061644759520994,1,0,0,1,999,0,1,1,3,0
57,0,1,-0.022181921733786962,1,0,0,5,999,0,1,5,3,0
32,1,0,0.0,0,0,0,21,999,0,1,9,3,0
34,1,0,0.052262406138996714,1,0,0,1,999,0,1,0,3,0
32,0,0,0.0008393159574946418,0,0,0,1,999,0,1,2,3,0
33,1,0,0.005605431573267787,1,1,0,1,999,0,2,9,3,0
38,0,0,0.006759491014822919,1,0,0,3,999,0,1,1,3,0
37,1,0,0.011105948651848743,1,0,0,2,999,0,1,7,3,0
31,1,0,0.0001199022796420917,1,0,0,1,999,0,2,10,3,0
55,1,0,0.05917177500337225,0,0,0,2,999,0,1,5,3,0
33,1,0,0.0034621783246653976,1,0,0,1,999,0,2,1,3,0
31,0,0,0.012874507276569596,1,0,0,1,999,0,2,1,3,0
39,0,0,0.027007988489381154,1,0,0,1,999,0,1,1,3,0
31,0,0,0.004466359916667916,1,1,0,1,999,0,1,1,3,0
42,1,0,0.0520375893646678,1,0,0,2,999,0,1,9,3,0
28,1,0,0.016126856611861334,1,0,0,5,999,0,2,0,3,0
30,2,0,0.01097105858725139,1,0,0,1,999,0,1,4,3,0
33,1,0,0.028431828060130993,1,1,0,1,999,0,0,4,3,0
50,1,0,0.029750753136194002,1,0,0,2,999,0,1,1,3,0
36,0,0,0.02789226780174158,1,0,0,1,999,0,1,1,3,0
32,2,0,0.04851545990018135,1,0,0,2,999,0,2,4,3,0
36,1,0,0.024190284917791998,1,0,0,1,999,0,2,9,3,0
31,1,0,-0.0006744503229867657,1,0,0,1,999,0,1,1,3,0
33,1,0,0.012694653857106459,1,0,0,1,999,0,1,7,3,0
35,1,0,0.02735270754335217,1,0,0,1,999,0,1,4,3,0
29,1,0,0.0073889779829439005,1,1,0,6,999,0,1,9,3,0
35,1,0,0.001199022796420917,1,1,0,2,999,0,1,1,3,0
27,2,0,0.01853988998965843,1,1,0,4,999,0,2,6,3,0
31,1,0,0.05484030515130169,0,0,0,1,999,0,1,1,3,0
32,2,0,0.02748759760794952,1,0,0,1,999,0,2,4,3,0
44,1,0,-0.002143253248602389,1,0,0,6,999,0,0,2,3,0
30,1,0,0.005395602583894126,1,1,0,1,999,0,1,1,3,0
35,2,0,0.016546514590608654,1,1,0,1,999,0,2,9,3,0
38,0,0,0.007823623746646483,1,0,0,1,999,0,2,1,3,0
38,0,0,0.10256141244885418,0,0,0,1,999,0,1,1,3,0
37,1,0,0.011330765426177666,1,0,0,1,999,0,2,10,3,0
39,2,0,0.02520945429474978,1,0,0,1,999,0,2,4,3,0
38,2,0,0.013489006459735315,1,0,0,1,999,0,2,4,3,0
36,1,0,0.0063847963909413824,1,0,0,3,999,0,1,1,3,0
51,2,0,8.992670973156877e-05,0,0,0,4,999,0,0,4,3,0
32,1,0,0.010431498328861977,1,0,0,1,999,0,1,9,3,1
32,0,0,0.03757437688284049,1,0,0,1,999,0,2,1,3,0
35,1,0,0.002278143313199742,1,0,0,1,999,0,1,7,3,1
31,2,0,0.003701982883949581,1,1,0,1,999,0,2,2,3,0
31,2,0,0.11248332608923726,1,1,0,1,999,0,2,0,3,0
31,1,0,0.06617107057747935,1,0,0,1,999,0,2,1,3,0
30,0,0,5.995113982104585e-05,1,0,0,1,999,0,1,1,3,0
33,2,0,0.0,1,0,0,1,999,0,1,4,3,0
31,2,0,0.022106982809010658,1,1,0,1,999,0,2,4,3,0
34,0,0,-0.00029975569910522924,1,0,0,2,999,0,1,1,3,0
37,0,0,0.05356634343010447,1,0,0,2,999,0,1,1,3,0
31,1,0,0.010746241812922469,1,0,0,1,999,0,1,0,3,0
30,1,0,0.007763672606825437,1,0,0,1,999,0,2,9,3,0
37,0,0,0.025778990123049714,1,0,0,1,999,0,1,1,3,0
35,1,0,0.0753735705400099,1,1,0,2,999,0,1,7,3,0
33,1,0,0.005920175057328277,1,0,0,1,999,0,1,1,3,0
33,0,0,0.05797275220695133,1,0,0,1,999,0,1,1,3,0
31,1,0,0.0050059201750573285,1,1,0,2,999,0,2,1,3,0
30,2,0,0.008662939704141125,1,0,0,4,999,0,2,6,3,0
37,1,0,0.0061449918316571995,1,1,0,6,999,0,1,9,3,0
35,2,0,0.0,1,0,0,1,999,0,2,4,3,0
33,1,0,0.0011540594415551325,1,1,0,1,999,0,2,9,3,0
41,1,0,0.0017086074848998067,1,0,0,3,999,0,1,1,3,0
46,1,0,0.07164161208614979,1,0,0,3,999,0,1,7,3,0
34,2,0,0.0,1,0,0,1,999,0,2,4,3,0
38,1,0,0.0075238680475412534,1,0,0,2,999,0,1,1,3,0
41,1,0,0.01539245514905352,1,0,0,2,999,0,1,7,3,0
30,1,0,0.008677927489096387,1,1,0,2,999,0,1,1,3,0
60,1,0,0.004676188906041576,1,0,0,2,999,0,2,6,3,0
33,2,0,0.0024879723025734027,1,0,0,1,999,0,0,4,3,0
55,0,0,0.017790500741895355,1,0,0,2,999,0,2,1,3,0
32,1,0,0.018614828914434736,1,0,0,3,999,0,1,9,3,0
31,2,0,0.00022481677432892192,0,0,0,1,999,0,1,9,3,0
34,2,0,0.0010791205167788253,1,0,0,1,999,0,2,6,3,0
37,1,0,0.007329026843122855,1,0,0,1,999,0,1,1,3,0
35,1,0,0.016456587880877085,1,1,0,2,999,0,1,0,3,0
40,1,1,0.0005095846884788897,1,0,0,1,999,0,1,9,3,0
32,2,0,0.0038518607335021955,1,0,0,5,999,0,2,9,3,0
60,2,0,-0.0011840350114656554,1,0,0,1,999,0,0,5,3,0
31,2,0,0.01025164490939884,1,1,0,2,999,0,2,4,3,0
33,1,0,0.0016336685601234992,1,0,0,4,999,0,1,7,3,0
37,1,0,0.05337150222568607,1,0,0,1,999,0,2,1,3,0
56,1,0,-1.4987784955261463e-05,1,0,0,1,999,0,1,5,3,0
29,1,0,0.04148618875616373,1,0,0,4,999,0,2,0,3,0
42,1,0,-0.0003147434840604907,0,0,0,1,999,0,1,1,3,0
32,1,0,-0.0059801261971493234,1,0,0,1,999,0,0,9,3,0
61,0,0,-0.002338094453020788,1,1,0,5,999,0,1,5,3,0
42,1,0,-0.011315777641222404,1,1,0,1,999,0,1,1,3,0
40,1,0,-0.001199022796420917,1,0,0,1,999,0,1,7,3,0
31,2,0,0.013968615578303683,1,0,0,1,999,0,2,9,3,0
34,1,0,-0.004556286626399484,1,1,0,4,999,0,1,1,3,0
30,1,0,0.009996852565159395,1,0,0,2,999,0,1,0,3,0
34,0,0,0.010671302888146161,1,0,0,3,999,0,1,6,3,0
35,1,0,0.01630671003132447,1,0,0,2,999,0,1,1,3,0
27,1,0,1.4987784955261463e-05,1,1,0,3,999,0,2,7,3,0
53,2,0,0.02858170590968361,1,0,0,3,999,0,1,6,3,0
29,1,0,0.00472115226090736,1,0,0,4,999,0,2,0,3,0
36,2,0,-0.001169047226510394,1,0,0,1,999,0,2,4,3,1
26,1,0,0.008078416090885929,1,0,0,2,999,0,2,1,3,0
35,2,0,0.017880427451626924,1,0,0,2,999,0,1,4,3,0
33,1,0,0.0031923981954706912,1,0,0,2,999,0,2,1,3,0
44,1,0,0.003567092819352228,1,1,0,4,999,0,1,0,3,0
34,1,0,0.005035895744967852,1,0,0,2,999,0,0,1,3,0
30,1,0,0.012125118028806522,0,0,0,2,999,0,2,8,3,0
60,1,0,0.03784415701203519,1,0,0,4,999,0,1,2,3,0
32,2,0,0.00014987784955261462,1,0,0,2,999,0,1,3,3,0
59,1,0,0.04951964149218387,1,0,0,2,999,0,0,0,3,0
40,0,0,0.0014688029256156232,1,0,0,5,999,0,1,1,3,0
34,1,0,0.0059801261971493234,1,0,0,3,999,0,2,9,3,0
31,1,0,-0.00870790305900691,1,0,0,3,999,0,1,0,3,0
52,1,0,0.0032673371202469985,1,0,0,12,999,0,1,4,3,0
52,1,0,0.0015137662804814076,1,1,0,4,999,0,1,0,3,0
44,1,0,0.0,0,0,0,1,999,0,1,9,3,0
39,2,0,0.0,1,0,0,2,999,0,1,4,3,0
34,1,0,0.00430149428216004,1,0,0,8,999,0,1,0,3,0
50,1,0,0.010026828135069919,1,0,0,1,999,0,1,9,3,0
26,1,0,0.015737174203024534,1,0,0,3,999,0,2,7,3,0
35,1,0,0.025584148918631314,1,0,0,3,999,0,1,9,3,0
35,2,0,0.012994409556211688,1,0,0,3,999,0,1,4,3,1
35,1,0,0.000389682408836798,1,0,0,2,999,0,1,1,3,0
35,1,0,-0.0006144991831657199,1,0,0,1,999,0,2,1,3,0
36,0,0,0.0017535708397655911,1,0,0,4,999,0,0,1,3,0
40,2,0,0.025988819112423376,1,0,0,1,999,0,1,4,3,0
24,0,0,0.0022032043884234347,1,0,0,2,999,0,2,1,3,0
25,1,0,0.0034322027547548746,1,0,0,2,999,0,2,7,3,0
30,1,0,0.0014837907105708847,1,0,0,4,999,0,2,1,3,0
31,1,0,0.0,0,0,0,1,999,0,1,1,3,0
52,1,0,0.0027727402167233703,1,0,0,3,999,0,1,1,3,0
34,2,0,0.014777955965887801,1,0,0,11,999,0,1,4,3,0
50,1,0,0.0,1,0,0,2,999,0,1,9,3,0
38,1,0,0.008647951919185864,1,0,0,2,999,0,2,1,3,0
34,2,1,0.0011240838716446097,1,0,0,3,999,0,0,10,3,0
30,2,0,-0.0016636441300340223,0,0,0,2,999,0,2,9,3,0
30,1,0,0.012799568351793288,1,0,0,2,999,0,1,9,3,0
34,1,0,0.011960252394298647,1,0,0,2,999,0,1,7,3,0
37,1,0,0.008692915274051648,1,0,0,2,999,0,1,7,3,0
54,0,0,0.03337779709536728,1,0,0,3,999,0,0,1,3,0
35,1,0,0.07090721062334197,1,0,0,2,999,0,1,1,3,0
36,1,0,-0.006519686455538736,1,0,0,8,999,0,0,9,3,0
26,1,0,0.005260712519296773,1,0,0,3,999,0,1,9,3,0
34,1,0,0.1282654636471276,1,0,0,2,999,0,1,1,3,0
43,1,0,0.0932240224217263,1,0,0,2,999,0,1,0,3,0
52,2,0,0.29671317875931114,1,0,0,3,999,0,1,4,3,0
35,2,0,0.024460065046986706,1,0,0,2,999,0,2,4,3,0
30,1,0,0.014283359062364174,1,0,0,2,999,0,2,1,3,1
41,1,0,0.011915289039432862,1,0,0,1,999,0,1,1,3,0
34,1,1,0.003956775228189026,0,0,0,2,999,0,2,9,3,0
43,0,0,-0.0035071416795311823,1,1,0,1,999,0,2,1,3,0
29,1,0,0.001199022796420917,1,1,0,4,999,0,2,1,3,0
47,1,0,0.018105244225955847,1,0,0,7,999,0,0,4,3,0
39,1,0,0.0018285097645418984,1,0,0,1,999,0,2,9,3,0
39,0,0,0.04069183615353487,1,0,0,3,999,0,1,1,3,0
48,1,0,0.011225850931490835,1,0,0,3,999,0,1,0,3,0
31,1,0,0.022916323196594774,1,0,0,8,999,0,1,1,3,0
57,1,0,0.1935972182671123,1,0,0,3,999,0,1,5,3,0
50,2,0,0.07739692150897019,1,0,0,4,999,0,0,4,3,0
34,1,0,0.026678257220365403,1,0,0,9,999,0,0,1,3,0
34,1,0,-0.0014388273557051003,1,0,0,3,999,0,2,7,3,0
36,2,0,0.0,0,0,0,3,999,0,1,2,3,0
38,2,0,-0.0035820806043074895,1,0,0,2,999,0,1,4,3,0
32,1,0,0.005710346067954617,1,0,0,2,999,0,1,9,3,0
53,1,0,-0.010281620479309363,0,1,0,3,999,0,1,5,3,0
46,1,0,0.000194841204418399,0,0,0,4,999,0,2,0,3,0
30,1,0,0.002592886797260233,1,0,0,3,999,0,1,9,3,0
35,1,0,-0.0005545480433446741,1,1,0,2,999,0,2,1,3,0
49,0,0,0.015467394073829828,1,0,0,5,999,0,1,1,3,0
39,1,0,0.030575081308733383,1,0,0,2,999,0,2,0,3,0
40,1,0,0.03821885163591673,1,0,0,2,999,0,0,0,3,0
38,1,0,0.04481347701623177,1,0,0,2,999,0,2,9,3,0
47,2,0,0.0008992670973156877,0,0,0,7,999,0,1,4,3,0
45,0,0,8.992670973156877e-05,1,0,0,6,999,0,0,1,3,0
42,1,0,0.006639588735180828,1,0,0,5,999,0,1,1,3,1
41,1,0,0.025179478724839256,1,0,0,2,999,0,2,9,3,0
46,1,0,-0.0008842793123604262,1,1,0,2,999,0,1,9,3,0
48,1,0,0.03367755279447251,1,0,0,9,999,0,1,2,3,0
40,1,0,0.0013489006459735315,1,0,0,4,999,0,2,0,3,0
42,1,1,-0.01692120921449019,1,0,0,5,999,0,2,9,3,1
35,1,0,0.02921119287780459,1,0,0,3,999,0,1,1,3,0
40,1,0,0.005365627013983604,1,0,0,1,999,0,2,0,3,0
41,1,0,0.0,0,0,0,3,999,0,1,9,3,0
34,2,0,0.01898952353831627,1,0,0,4,999,0,1,4,3,0
35,2,0,0.0,1,0,0,2,999,0,1,7,3,0
45,1,0,0.0011240838716446097,1,1,0,2,999,0,1,7,3,0
47,0,0,0.02060820431348451,1,1,0,2,999,0,1,9,3,0
44,0,0,0.0514530657514126,1,0,0,8,999,0,1,1,3,0
45,1,0,0.014628078116335187,1,0,0,4,999,0,1,6,3,0
30,1,0,0.009037634328022662,1,1,0,2,999,0,2,7,3,0
34,0,0,0.013878688868572114,1,1,0,2,999,0,1,9,3,0
28,0,0,0.12384406708532546,1,0,0,1,999,0,2,1,3,0
40,0,0,0.02903133945834145,1,0,0,1,999,0,0,7,3,0
58,2,0,4.4963354865784384e-05,1,1,0,4,999,0,0,6,3,0
44,0,0,0.0062499063263440294,1,0,0,5,999,0,1,1,3,0
35,2,0,0.01907945024804784,1,0,0,3,999,0,2,4,3,0
35,1,0,0.0014688029256156232,1,0,0,1,999,0,1,1,3,0
31,1,0,-0.004226555357383732,1,1,0,1,999,0,1,1,3,0
35,0,0,0.006834429939599227,1,0,0,1,999,0,1,1,3,0
38,0,0,0.0,1,0,0,32,999,0,1,0,3,0
29,1,0,0.0045113232715337,1,0,0,5,999,0,1,0,3,0
36,2,0,0.06808950705175282,1,0,0,5,999,0,2,4,3,0
35,1,0,0.0038518607335021955,1,0,0,1,999,0,2,7,3,0
32,1,0,0.0005245724734341512,1,0,0,1,999,0,1,1,3,0
33,1,0,0.0036720073140390583,1,0,0,3,999,0,2,7,3,0
33,2,0,0.3161823114161958,1,0,0,2,999,0,2,4,3,0
28,1,0,0.045248122779934355,0,0,0,2,999,0,1,7,3,0
38,0,0,-0.008048440520975406,1,0,0,1,999,0,1,1,3,0
44,0,1,-0.001783546409676114,1,0,0,5,999,0,0,1,3,0
39,1,0,-0.004421396561802131,1,0,0,1,999,0,1,9,3,0
53,2,0,0.09779529683308104,1,0,0,3,999,0,1,4,3,0
30,1,0,0.00256291122734971,1,0,0,4,999,0,1,1,3,0
28,0,0,-0.007658758112138607,1,0,0,1,999,0,1,1,3,0
26,1,0,0.03911811873323241,1,1,0,1,999,0,2,9,3,0
48,0,0,0.027712414382278443,1,0,0,3,999,0,1,10,3,0
58,2,0,0.031234543846764887,1,0,0,5,999,0,1,5,3,0
